word, root, skeleton, wiki_link, meanings
قُلَّة, قلل, قلة, https://en.wiktionary.org/wiki/%D9%82%D9%84%D8%A9, peak; summit; vertex; apogee
قُلَّة, قلل, قلة, https://en.wiktionary.org/wiki/%D9%82%D9%84%D8%A9, jug; jar; pitcher; ewer (especially of wine)
قُلَّة, قلل, قلة, https://en.wiktionary.org/wiki/%D9%82%D9%84%D8%A9, Alternative form of كُلَّة (kulla; “cannonball; marble”)
قَلِيل, قلل, قليل, https://en.wiktionary.org/wiki/%D9%82%D9%84%D9%8A%D9%84, few; little
قَلِيل, قلل, قليل, https://en.wiktionary.org/wiki/%D9%82%D9%84%D9%8A%D9%84, a few; a little
اِسْتَقَلَّ, قلل, استقل, https://en.wiktionary.org/wiki/%D8%A7%D8%B3%D8%AA%D9%82%D9%84, to find small; to find too paltry; to despise; to contemn; to depart; to lift up and carry; to rise; to soar; to seize; to have absolute power; to make light of; care little for; to board
اِسْتَقِلْ, قلل, استقل, https://en.wiktionary.org/wiki/%D8%A7%D8%B3%D8%AA%D9%82%D9%84, second-person masculine singular active imperative of اِسْتَقَالَ (istaqāla)
استقلّ, قلل, استقل, https://en.wiktionary.org/wiki/%D8%A7%D8%B3%D8%AA%D9%82%D9%84, to become independent; to gain independence
أَقَلّ, قلل, أقل, https://en.wiktionary.org/wiki/%D8%A3%D9%82%D9%84, elative degree of قَلِيل (qalīl):
أَقُلْ, قلل, أقل, https://en.wiktionary.org/wiki/%D8%A3%D9%82%D9%84, first-person singular non-past active jussive of قَالَ (qāla)
أُقَلْ, قلل, أقل, https://en.wiktionary.org/wiki/%D8%A3%D9%82%D9%84, first-person singular non-past passive jussive of قَالَ (qāla)
أَقْلُ, قلل, أقل, https://en.wiktionary.org/wiki/%D8%A3%D9%82%D9%84, first-person singular non-past active jussive of قَلَا (qalā)
أُقْلَ, قلل, أقل, https://en.wiktionary.org/wiki/%D8%A3%D9%82%D9%84, first-person singular non-past passive jussive of قَلَا (qalā)
أقلّ, قلل, أقل, https://en.wiktionary.org/wiki/%D8%A3%D9%82%D9%84, elative degree of قليل (galīl): less; least
أقلّ, قلل, أقل, https://en.wiktionary.org/wiki/%D8%A3%D9%82%D9%84, elative degree of قليل (ʔalīl): less; least
قُلَّام, قلم, قلام, https://en.wiktionary.org/wiki/%D9%82%D9%84%D8%A7%D9%85, seepweed (Suaeda spp.)
قَلَمَ, قلم, قلم, https://en.wiktionary.org/wiki/%D9%82%D9%84%D9%85, to cut; to clip; to pare; to prune; to trim; to lop; to truncate; to snip; to cut back; to cut down; to make stripes; to stripe; to fleece; to fleece wool
قَلَّمَ, قلم, قلم, https://en.wiktionary.org/wiki/%D9%82%D9%84%D9%85, to cut much or frequently; to striate; to stripe
قَلَم, قلم, قلم, https://en.wiktionary.org/wiki/%D9%82%D9%84%D9%85, pen; reed pen; pencil
قَلْم, قلم, قلم, https://en.wiktionary.org/wiki/%D9%82%D9%84%D9%85, verbal noun of قَلَمَ (qalama) (form I)
قَلَم, قلم, قلم, https://en.wiktionary.org/wiki/%D9%82%D9%84%D9%85, pen
مِقْلَاة, قلو, مقلاة, https://en.wiktionary.org/wiki/%D9%85%D9%82%D9%84%D8%A7%D8%A9, frying pan
مِقْلًى, قلو, مقلى, https://en.wiktionary.org/wiki/%D9%85%D9%82%D9%84%D9%89, alternative form of مِقْلَاة (miqlāh; “frying pan”)
قَلَا, قلو, قلا, https://en.wiktionary.org/wiki/%D9%82%D9%84%D8%A7, (rare; dialectal; obsolete) Alternative form of قَلَى (qalā; “to fry”)
قَلَا, قلو, قلا, https://en.wiktionary.org/wiki/%D9%82%D9%84%D8%A7, to hate; to loathe; to detest
قِلًا, قلو, قلا, https://en.wiktionary.org/wiki/%D9%82%D9%84%D8%A7, verbal noun of قَلَا (qalā) (form I)
قَلْو, قلو, قلو, https://en.wiktionary.org/wiki/%D9%82%D9%84%D9%88, verbal noun of قَلَا (qalā) (form I)
قِلْو, قلو, قلو, https://en.wiktionary.org/wiki/%D9%82%D9%84%D9%88, anything that is the result of frying; be it edible; fries; or not; as results of chemical operations; ash; potash; (chemistry) alkali; base
قَلَّايَة, قلو, قلاية, https://en.wiktionary.org/wiki/%D9%82%D9%84%D8%A7%D9%8A%D8%A9, (informal) frying pan
قَلَّايَة, قلو, قلاية, https://en.wiktionary.org/wiki/%D9%82%D9%84%D8%A7%D9%8A%D8%A9, monastic cell
قَلَّاية, قلو, قلاية, https://en.wiktionary.org/wiki/%D9%82%D9%84%D8%A7%D9%8A%D8%A9, fryer; frier
مِقْلَاة, قلي, مقلاة, https://en.wiktionary.org/wiki/%D9%85%D9%82%D9%84%D8%A7%D8%A9, frying pan
مَقْلِيّ, قلي, مقلي, https://en.wiktionary.org/wiki/%D9%85%D9%82%D9%84%D9%8A, passive participle of قَلَى (qalā).
قَلَى, قلي, قلى, https://en.wiktionary.org/wiki/%D9%82%D9%84%D9%89, to fry
قَلَى, قلي, قلى, https://en.wiktionary.org/wiki/%D9%82%D9%84%D9%89, to hate
قِلًى, قلي, قلى, https://en.wiktionary.org/wiki/%D9%82%D9%84%D9%89, verbal noun of قَلى (“to hate”) (form I); verbal noun of قَلِيَ (qaliya; “to hate”) (form I); hatred; abhorrence
قلّى, قلي, قلى, https://en.wiktionary.org/wiki/%D9%82%D9%84%D9%89, to fry (for a long time)
مِقْلًى, قلي, مقلى, https://en.wiktionary.org/wiki/%D9%85%D9%82%D9%84%D9%89, alternative form of مِقْلَاة (miqlāh; “frying pan”)
قَلْي, قلي, قلي, https://en.wiktionary.org/wiki/%D9%82%D9%84%D9%8A, verbal noun of قَلى (form I)
قِلْي, قلي, قلي, https://en.wiktionary.org/wiki/%D9%82%D9%84%D9%8A, anything that is the result of frying; be it edible; fries; or not; as results of chemical operations; ash; potash; (chemistry) alkali; base
قَلِيَ, قلي, قلي, https://en.wiktionary.org/wiki/%D9%82%D9%84%D9%8A, alternative form of قَلى (“to hate”)
قُلِيَ, قلي, قلي, https://en.wiktionary.org/wiki/%D9%82%D9%84%D9%8A, third-person masculine singular past passive of قَلَا (qalā)
قَلَّايَة, قلي, قلاية, https://en.wiktionary.org/wiki/%D9%82%D9%84%D8%A7%D9%8A%D8%A9, (informal) frying pan
قَلَّايَة, قلي, قلاية, https://en.wiktionary.org/wiki/%D9%82%D9%84%D8%A7%D9%8A%D8%A9, monastic cell
قَلَّاية, قلي, قلاية, https://en.wiktionary.org/wiki/%D9%82%D9%84%D8%A7%D9%8A%D8%A9, fryer; frier
قَمْح, قمح, قمح, https://en.wiktionary.org/wiki/%D9%82%D9%85%D8%AD, wheat
قَمِيحَة, قمح, قميحة, https://en.wiktionary.org/wiki/%D9%82%D9%85%D9%8A%D8%AD%D8%A9, (archaic) anything that one swallows with a medicine; the pill it is contained in or an electuary
قَامَرَ, قمر, قامر, https://en.wiktionary.org/wiki/%D9%82%D8%A7%D9%85%D8%B1, to gamble (with someone); to risk (something); to bet on; speculate on
مُقْمِر, قمر, مقمر, https://en.wiktionary.org/wiki/%D9%85%D9%82%D9%85%D8%B1, moonlit; moony
قَمَرَة, قمر, قمرة, https://en.wiktionary.org/wiki/%D9%82%D9%85%D8%B1%D8%A9, crescent
قَمَرَة, قمر, قمرة, https://en.wiktionary.org/wiki/%D9%82%D9%85%D8%B1%D8%A9, berth; bunk; cabin
قَمْرَة, قمر, قمرة, https://en.wiktionary.org/wiki/%D9%82%D9%85%D8%B1%D8%A9, berth; bunk; cabin
قَمَرَ, قمر, قمر, https://en.wiktionary.org/wiki/%D9%82%D9%85%D8%B1, to gamble
قَمَرَ, قمر, قمر, https://en.wiktionary.org/wiki/%D9%82%D9%85%D8%B1, to defeat in gambling
قَمِرَ, قمر, قمر, https://en.wiktionary.org/wiki/%D9%82%D9%85%D8%B1, to be or become snow-blind
قَمَّرَ, قمر, قمر, https://en.wiktionary.org/wiki/%D9%82%D9%85%D8%B1, to toast (bread)
قَمَر, قمر, قمر, https://en.wiktionary.org/wiki/%D9%82%D9%85%D8%B1, moon
قَمْر, قمر, قمر, https://en.wiktionary.org/wiki/%D9%82%D9%85%D8%B1, verbal noun of قَمِرَ (qamira) (form I); verbal noun of قَمَرَ (qamara) (form I)
قِمَار, قمر, قمار, https://en.wiktionary.org/wiki/%D9%82%D9%85%D8%A7%D8%B1, verbal noun of قَامَرَ (qāmara) (form III); (uncountable) gambling
قُمَاش, قمش, قماش, https://en.wiktionary.org/wiki/%D9%82%D9%85%D8%A7%D8%B4, cloth; material for clothing; household goods; utensils; furniture; lumber; small particles; fragments; rubbish; trash; refuse; rabble
قَمَّاش, قمش, قماش, https://en.wiktionary.org/wiki/%D9%82%D9%85%D8%A7%D8%B4, draper; cloth merchant
قَمِشْ, قمش, قمش, https://en.wiktionary.org/wiki/%D9%82%D9%85%D8%B4, reed
تَقَمَّصَ, قمص, تقمص, https://en.wiktionary.org/wiki/%D8%AA%D9%82%D9%85%D8%B5, to identify as; to impersonate; to wear; to be clothed; to reincarnate; to transmigrate; to immerse; to dip (one's self)
قَمِيص, قمص, قميص, https://en.wiktionary.org/wiki/%D9%82%D9%85%D9%8A%D8%B5, (modern) a short and usually form-fitting upper-body outer garment; a sleeved top; a shirt (such as a T-shirt or a dress shirt); (archaic) any long non-bifurcated sleeved loose-fitting garment (such as a housecoat or a nightshirt); a robe
قَمَعَ, قمع, قمع, https://en.wiktionary.org/wiki/%D9%82%D9%85%D8%B9, to suppress; to quell; to stifle
قَمْع, قمع, قمع, https://en.wiktionary.org/wiki/%D9%82%D9%85%D8%B9, verbal noun of قَمَعَ (qamaʕa) (form I)
قَمْع, قمع, قمع, https://en.wiktionary.org/wiki/%D9%82%D9%85%D8%B9, cone; cupule; funnel
قِمْع, قمع, قمع, https://en.wiktionary.org/wiki/%D9%82%D9%85%D8%B9, cone; cupule; funnel
قِمَّة, قمم, قمة, https://en.wiktionary.org/wiki/%D9%82%D9%85%D8%A9, top; peak; crown; highest point; apex; vertex
قَمَّام, قمم, قمام, https://en.wiktionary.org/wiki/%D9%82%D9%85%D8%A7%D9%85, scavenger
قَمَّ, قمم, قم, https://en.wiktionary.org/wiki/%D9%82%D9%85, to sweep; to scoop; to go onto and into; to climb on
قَمّ, قمم, قم, https://en.wiktionary.org/wiki/%D9%82%D9%85, verbal noun of قَمَّ (qamma) (form I)
قُم, قمم, قم, https://en.wiktionary.org/wiki/%D9%82%D9%85, Qom (a city in Iran); Qom (a province of Iran).
قُمْ, قمم, قم, https://en.wiktionary.org/wiki/%D9%82%D9%85, second-person masculine singular active imperative of قَامَ (qāma)
قُمَامَة, قمم, قمامة, https://en.wiktionary.org/wiki/%D9%82%D9%85%D8%A7%D9%85%D8%A9, sweepings; refuse; barrows; rubbish; garbage; trash
قَمِن, قمن, قمن, https://en.wiktionary.org/wiki/%D9%82%D9%85%D9%86, apt; suitable [with بِ (bi) ‘for’]
قَمَن, قمن, قمن, https://en.wiktionary.org/wiki/%D9%82%D9%85%D9%86, apt; suitable [with بِ (bi) ‘for’]
قَمْن, قمن, قمن, https://en.wiktionary.org/wiki/%D9%82%D9%85%D9%86, manner; wise; fashion
قُمْنَ, قمن, قمن, https://en.wiktionary.org/wiki/%D9%82%D9%85%D9%86, second-person feminine plural active imperative of قَامَ (qāma); third-person feminine plural past active of قَامَ (qāma)
قَمِين, قمن, قمين, https://en.wiktionary.org/wiki/%D9%82%D9%85%D9%8A%D9%86, apt; suitable [with بِ (bi) ‘for’]
قَمِين, قمن, قمين, https://en.wiktionary.org/wiki/%D9%82%D9%85%D9%8A%D9%86, oven; furnace; kiln
قُنُوء, قنء, قنوء, https://en.wiktionary.org/wiki/%D9%82%D9%86%D9%88%D8%A1, verbal noun of قَنَأَ (qanaʔa) (form I)
قَانِئ, قنء, قانئ, https://en.wiktionary.org/wiki/%D9%82%D8%A7%D9%86%D8%A6, active participle of قَنَأَ (qanaʔa)
قَنَأَ, قنء, قنأ, https://en.wiktionary.org/wiki/%D9%82%D9%86%D8%A3, (intransitive) to redden
قَنَصَ, قنص, قنص, https://en.wiktionary.org/wiki/%D9%82%D9%86%D8%B5, to hunt; to shoot; to snipe
قَنْص, قنص, قنص, https://en.wiktionary.org/wiki/%D9%82%D9%86%D8%B5, verbal noun of قَنَصَ (qanaṣa)
قَنَص, قنص, قنص, https://en.wiktionary.org/wiki/%D9%82%D9%86%D8%B5, to hunt; to shoot; to snipe
قَنْطَرَ, قنطر, قنطر, https://en.wiktionary.org/wiki/%D9%82%D9%86%D8%B7%D8%B1, to heap up great possessions; to own great wealth
قَنْطَرَ, قنطر, قنطر, https://en.wiktionary.org/wiki/%D9%82%D9%86%D8%B7%D8%B1, to vault; to arch over
قَنْطَرَة, قنطر, قنطرة, https://en.wiktionary.org/wiki/%D9%82%D9%86%D8%B7%D8%B1%D8%A9, arch; vault; bridge
قِنْطَار, قنطر, قنطار, https://en.wiktionary.org/wiki/%D9%82%D9%86%D8%B7%D8%A7%D8%B1, hundredweight; quintal; kantar (a weight measure; usually the largest and dividing to 100 رَطْل (raṭl))
قَنِعَ, قنع, قنع, https://en.wiktionary.org/wiki/%D9%82%D9%86%D8%B9, to be contented (بِ (bi) with)
قَنَعَ, قنع, قنع, https://en.wiktionary.org/wiki/%D9%82%D9%86%D8%B9, to solicit; to pray humbly; to beg; to submit; to ascend (a mountain); to mount; to be contented (بِ (bi) with)
قَنَعَ, قنع, قنع, https://en.wiktionary.org/wiki/%D9%82%D9%86%D8%B9, to put the orifice of a bag to one's mouth in order to drink
قَنَّعَ, قنع, قنع, https://en.wiktionary.org/wiki/%D9%82%D9%86%D8%B9, to content; to bid to be satisfied; to convince; to persuade; to veil; to put on the veil قِنَاع (qināʕ)
قَنَع, قنع, قنع, https://en.wiktionary.org/wiki/%D9%82%D9%86%D8%B9, verbal noun of قَنِعَ (qaniʕa; “to be contented; to be convinced”) (form I); contentment; contentedness
قَنْع, قنع, قنع, https://en.wiktionary.org/wiki/%D9%82%D9%86%D8%B9, verbal noun of قَنَعَ (qanaʕa; “to put the orifice of a bag to one's mouth to drink”) (form I)
قَنِع, قنع, قنع, https://en.wiktionary.org/wiki/%D9%82%D9%86%D8%B9, content; satisfied
قُنُع, قنع, قنع, https://en.wiktionary.org/wiki/%D9%82%D9%86%D8%B9, plural of قِنَاع (qināʕ)
اِقْتَنَعَ, قنع, اقتنع, https://en.wiktionary.org/wiki/%D8%A7%D9%82%D8%AA%D9%86%D8%B9, to be contented (بِ (bi) with)
قِنَاع, قنع, قناع, https://en.wiktionary.org/wiki/%D9%82%D9%86%D8%A7%D8%B9, (countable) a face covering; a mask; (countable; anatomy) the sac enfolding the heart; the pericardium; (countable; archaic) a head covering
قِنَاع, قنع, قناع, https://en.wiktionary.org/wiki/%D9%82%D9%86%D8%A7%D8%B9, armor; weapons
أَقْنَعَ, قنع, أقنع, https://en.wiktionary.org/wiki/%D8%A3%D9%82%D9%86%D8%B9, to content; to satisfy; to convince; to persuade (بِ (bi) about); to raise (the head)
أَقْنَعُ, قنع, أقنع, https://en.wiktionary.org/wiki/%D8%A3%D9%82%D9%86%D8%B9, first-person singular non-past active indicative of قَنِعَ (qaniʕa); first-person singular non-past active indicative of قَنَعَ (qanaʕa)
أَقْنَعَ, قنع, أقنع, https://en.wiktionary.org/wiki/%D8%A3%D9%82%D9%86%D8%B9, first-person singular non-past active subjunctive of قَنِعَ (qaniʕa); first-person singular non-past active subjunctive of قَنَعَ (qanaʕa)
أَقْنَعْ, قنع, أقنع, https://en.wiktionary.org/wiki/%D8%A3%D9%82%D9%86%D8%B9, first-person singular non-past active jussive of قَنِعَ (qaniʕa); first-person singular non-past active jussive of قَنَعَ (qanaʕa)
أُقْنَعُ, قنع, أقنع, https://en.wiktionary.org/wiki/%D8%A3%D9%82%D9%86%D8%B9, first-person singular non-past passive indicative of قَنَعَ (qanaʕa)
أُقْنَعَ, قنع, أقنع, https://en.wiktionary.org/wiki/%D8%A3%D9%82%D9%86%D8%B9, first-person singular non-past passive subjunctive of قَنَعَ (qanaʕa)
أُقْنَعْ, قنع, أقنع, https://en.wiktionary.org/wiki/%D8%A3%D9%82%D9%86%D8%B9, first-person singular non-past passive jussive of قَنَعَ (qanaʕa)
أُقَنِّعُ, قنع, أقنع, https://en.wiktionary.org/wiki/%D8%A3%D9%82%D9%86%D8%B9, first-person singular non-past active indicative of قَنَّعَ (qannaʕa)
أُقَنِّعَ, قنع, أقنع, https://en.wiktionary.org/wiki/%D8%A3%D9%82%D9%86%D8%B9, first-person singular non-past active subjunctive of قَنَّعَ (qannaʕa)
أُقَنِّعْ, قنع, أقنع, https://en.wiktionary.org/wiki/%D8%A3%D9%82%D9%86%D8%B9, first-person singular non-past active jussive of قَنَّعَ (qannaʕa)
أُقَنَّعُ, قنع, أقنع, https://en.wiktionary.org/wiki/%D8%A3%D9%82%D9%86%D8%B9, first-person singular non-past passive indicative of قَنَّعَ (qannaʕa)
أُقَنَّعَ, قنع, أقنع, https://en.wiktionary.org/wiki/%D8%A3%D9%82%D9%86%D8%B9, first-person singular non-past passive subjunctive of قَنَّعَ (qannaʕa)
أُقَنَّعْ, قنع, أقنع, https://en.wiktionary.org/wiki/%D8%A3%D9%82%D9%86%D8%B9, first-person singular non-past passive jussive of قَنَّعَ (qannaʕa)
قَنَّنَ, قنن, قنن, https://en.wiktionary.org/wiki/%D9%82%D9%86%D9%86, to legalize; to make lawful; to permit
تَقْنِين, قنن, تقنين, https://en.wiktionary.org/wiki/%D8%AA%D9%82%D9%86%D9%8A%D9%86, verbal noun of قَنَّنَ (qannana) (form II)
مُقَنَّن, قنن, مقنن, https://en.wiktionary.org/wiki/%D9%85%D9%82%D9%86%D9%86, passive participle of قَنَّنَ (qannana).
قَانُون, قنن, قانون, https://en.wiktionary.org/wiki/%D9%82%D8%A7%D9%86%D9%88%D9%86, (law) canon; (religion) canon
قَانُونِيّ, قنن, قانوني, https://en.wiktionary.org/wiki/%D9%82%D8%A7%D9%86%D9%88%D9%86%D9%8A, legal; canonical; according to law or rule; allowed or prescribed by law; (religion) canonical
قَانُونِيَّة, قنن, قانونية, https://en.wiktionary.org/wiki/%D9%82%D8%A7%D9%86%D9%88%D9%86%D9%8A%D8%A9, (law) legality; (religion) canonicity
قَانُونِيَّة, قنن, قانونية, https://en.wiktionary.org/wiki/%D9%82%D8%A7%D9%86%D9%88%D9%86%D9%8A%D8%A9, feminine singular of قَانُونِيّ (qānūniyy)
اِقْتَنَى, قنو, اقتنى, https://en.wiktionary.org/wiki/%D8%A7%D9%82%D8%AA%D9%86%D9%89, to acquire
قِنَّة, قني, قنة, https://en.wiktionary.org/wiki/%D9%82%D9%86%D8%A9, any Ferula plant; as well as the gum of such a plant (galbanum)
قُنَّة, قني, قنة, https://en.wiktionary.org/wiki/%D9%82%D9%86%D8%A9, peak; summit
قُنّ, قني, قن, https://en.wiktionary.org/wiki/%D9%82%D9%86, coop for domestic birds to be fattened; pen for poultry; brooding cage; henhouse; pigeon’s home and the like
قِنّ, قني, قن, https://en.wiktionary.org/wiki/%D9%82%D9%86, slave; serf or a particular kind of slave or serf or enslaved possession; one that is kept or acquired
قُنّ, قني, قن, https://en.wiktionary.org/wiki/%D9%82%D9%86, Alternative form of قُنَّة (qunna); summit; small mountain
قَهَرَ, قهر, قهر, https://en.wiktionary.org/wiki/%D9%82%D9%87%D8%B1, to treat with oppression
قَهْر, قهر, قهر, https://en.wiktionary.org/wiki/%D9%82%D9%87%D8%B1, verbal noun of قَهَرَ (qahara); constraint; compulsion; force; violence; ill-treatment; harshness; oppression
قَهَر, قهر, قهر, https://en.wiktionary.org/wiki/%D9%82%D9%87%D8%B1, wrath; frustration
قَهْقَهَة, قهقه, قهقهة, https://en.wiktionary.org/wiki/%D9%82%D9%87%D9%82%D9%87%D8%A9, verbal noun of قَهْقَهَ (qahqaha) (form Iq); giggle; guffawing
قَهْقَهَ, قهقه, قهقه, https://en.wiktionary.org/wiki/%D9%82%D9%87%D9%82%D9%87, (intransitive) to laugh loudly
قَهْوَة, قهي, قهوة, https://en.wiktionary.org/wiki/%D9%82%D9%87%D9%88%D8%A9, (obsolete) wine
قُوت, قوت, قوت, https://en.wiktionary.org/wiki/%D9%82%D9%88%D8%AA, food
قَائِد, قود, قائد, https://en.wiktionary.org/wiki/%D9%82%D8%A7%D8%A6%D8%AF, leader; director; manager; head; chief; commander; commandant
اِنْقَادَ, قود, انقاد, https://en.wiktionary.org/wiki/%D8%A7%D9%86%D9%82%D8%A7%D8%AF, to be led or governed; to submissive to; to comply with
قِيَادَة, قود, قيادة, https://en.wiktionary.org/wiki/%D9%82%D9%8A%D8%A7%D8%AF%D8%A9, verbal noun of قَادَ (qāda) (form I)
مِقْوَد, قود, مقود, https://en.wiktionary.org/wiki/%D9%85%D9%82%D9%88%D8%AF, steering wheel
قَادَ, قود, قاد, https://en.wiktionary.org/wiki/%D9%82%D8%A7%D8%AF, to lead; to steer (transitive or intransitive); to drive
قَادَ, قود, قاد, https://en.wiktionary.org/wiki/%D9%82%D8%A7%D8%AF, to pander
اِقْتَادَ, قود, اقتاد, https://en.wiktionary.org/wiki/%D8%A7%D9%82%D8%AA%D8%A7%D8%AF, to abduct
القَوْس, قوس, القوس, https://en.wiktionary.org/wiki/%D8%A7%D9%84%D9%82%D9%88%D8%B3, definite singular of قَوْس (qaws; “bow”)
القَوْس, قوس, القوس, https://en.wiktionary.org/wiki/%D8%A7%D9%84%D9%82%D9%88%D8%B3, Sagittarius (sign of the zodiac)
قَيْصُوم, قوس, قيصوم, https://en.wiktionary.org/wiki/%D9%82%D9%8A%D8%B5%D9%88%D9%85, yarrow (Achillea gen. et spp.)
قَوِسَ, قوس, قوس, https://en.wiktionary.org/wiki/%D9%82%D9%88%D8%B3, to be/become bent/curved; to form or make a curved shape
قَوَّسَ, قوس, قوس, https://en.wiktionary.org/wiki/%D9%82%D9%88%D8%B3, to bend; to curve; to write
قَوْس, قوس, قوس, https://en.wiktionary.org/wiki/%D9%82%D9%88%D8%B3, bow; curve; twist; (weaponry) bow; (architecture) bow; arch; vault; (typography) parenthesis; bracket
قَوَّاس, قوس, قواس, https://en.wiktionary.org/wiki/%D9%82%D9%88%D8%A7%D8%B3, archer; he who is equipped with a bow; bow-maker or seller; archetier; kavass; consular guard; one who provides safety to foreign diplomats on travel
قَادِيَان, قوض, قاديان, https://en.wiktionary.org/wiki/%D9%82%D8%A7%D8%AF%D9%8A%D8%A7%D9%86, Qadian (a town in Gurdaspur district; Punjab; India)
قَاضَ, قوض, قاض, https://en.wiktionary.org/wiki/%D9%82%D8%A7%D8%B6, to demolish
قَاضٍ, قوض, قاض, https://en.wiktionary.org/wiki/%D9%82%D8%A7%D8%B6, judge
قَاضٍ, قوض, قاض, https://en.wiktionary.org/wiki/%D9%82%D8%A7%D8%B6, fatal; lethal; deadly
قَوَّضَ, قوض, قوض, https://en.wiktionary.org/wiki/%D9%82%D9%88%D8%B6, to demolish; to destroy; to tear down
تَقَوَّضَ, قوض, تقوض, https://en.wiktionary.org/wiki/%D8%AA%D9%82%D9%88%D8%B6, to be demolished; to collapse
قَاع, قوع, قاع, https://en.wiktionary.org/wiki/%D9%82%D8%A7%D8%B9, bottom (the lowest part of a container)
قَاعَة, قوع, قاعة, https://en.wiktionary.org/wiki/%D9%82%D8%A7%D8%B9%D8%A9, hall; vestibule; corridor
قَائِف, قوف, قائف, https://en.wiktionary.org/wiki/%D9%82%D8%A7%D8%A6%D9%81, physiognomer; someone who has the occupation of tracing affiliation by physical appearance (قِيَافَة (qiyāfa))
قِيَافَة, قوف, قيافة, https://en.wiktionary.org/wiki/%D9%82%D9%8A%D8%A7%D9%81%D8%A9, inference from external signs; physiognomics; i.e. in ancient societies for determination of filiation and for prognostication; appearance; resemblance; imitation; costume; apparel; garb; guise
قَاف, قوف, قاف, https://en.wiktionary.org/wiki/%D9%82%D8%A7%D9%81, Name of the 21st letter of the Arabic alphabet (ق (q)); representing the sound /q/ (Standard; Moroccan; Algerian; Tunisian; Druze; etc.); /ɡ/ (Hejazi; Najdi; Libyan; Southern Iraqi; etc.); /ʔ/ (Levantine; Egyptian; etc.).
قَافَ, قوف, قاف, https://en.wiktionary.org/wiki/%D9%82%D8%A7%D9%81, to trace; to follow the spoors of; to track; to know the state or the relationships of by external signs; to suck the udder of
قُوق, قوق, قوق, https://en.wiktionary.org/wiki/%D9%82%D9%88%D9%82, crane (Grus grus); godwit (Limosa spp.); great white pelican (Pelecanus onocrotalus)
قَوْق, قوق, قوق, https://en.wiktionary.org/wiki/%D9%82%D9%88%D9%82, verbal noun of قَاقَ (qāqa) (form I); cluck (sound made by hen)
تَقَوَّلَ, قول, تقول, https://en.wiktionary.org/wiki/%D8%AA%D9%82%D9%88%D9%84, to fabricate; to make up
تَقَوُّل, قول, تقول, https://en.wiktionary.org/wiki/%D8%AA%D9%82%D9%88%D9%84, verbal noun of تَقَوَّلَ (taqawwala) (form V)
تَقُولُ, قول, تقول, https://en.wiktionary.org/wiki/%D8%AA%D9%82%D9%88%D9%84, second-person masculine singular non-past active indicative of قَالَ (qāla); third-person feminine singular non-past active indicative of قَالَ (qāla)
تَقُولَ, قول, تقول, https://en.wiktionary.org/wiki/%D8%AA%D9%82%D9%88%D9%84, second-person masculine singular non-past active subjunctive of قَالَ (qāla); third-person feminine singular non-past active subjunctive of قَالَ (qāla)
قَائِل, قول, قائل, https://en.wiktionary.org/wiki/%D9%82%D8%A7%D8%A6%D9%84, active participle of قَالَ (qāla; “to say”) sayer; one who said something
قَائِل, قول, قائل, https://en.wiktionary.org/wiki/%D9%82%D8%A7%D8%A6%D9%84, active participle of قَالَ (qāla; “to nap”) napper
قَوْل, قول, قول, https://en.wiktionary.org/wiki/%D9%82%D9%88%D9%84, verbal noun of قَالَ (qāla) (form I); (countable) a saying; a declaration; a statement; an assertion
قَوَّلَ, قول, قول, https://en.wiktionary.org/wiki/%D9%82%D9%88%D9%84, (ditransitive) to say about to have said
قَالَ, قول, قال, https://en.wiktionary.org/wiki/%D9%82%D8%A7%D9%84, to say
قَالَ, قول, قال, https://en.wiktionary.org/wiki/%D9%82%D8%A7%D9%84, To nap.; To do something at noon.; To cancel a contract or a promise.
مَقَال, قول, مقال, https://en.wiktionary.org/wiki/%D9%85%D9%82%D8%A7%D9%84, verbal noun of قَالَ (qāla) (form I); (uncountable) speech; utterance; words
مَقَال, قول, مقال, https://en.wiktionary.org/wiki/%D9%85%D9%82%D8%A7%D9%84, verbal noun of قَالَ (qāla; “to nap; to rest”) (form I); noun of place of قَالَ (qāla): a napping or resting place; a rest
مَقَالَة, قول, مقالة, https://en.wiktionary.org/wiki/%D9%85%D9%82%D8%A7%D9%84%D8%A9, verbal noun of قَالَ (qāla) (form I); article; essay
مَقُولَة, قول, مقولة, https://en.wiktionary.org/wiki/%D9%85%D9%82%D9%88%D9%84%D8%A9, saying; quote; proverb
مَقُولَةٌ, قول, مقولة, https://en.wiktionary.org/wiki/%D9%85%D9%82%D9%88%D9%84%D8%A9, feminine singular of مَقُول (maqūl)
مُقَاوَلَة, قول, مقاولة, https://en.wiktionary.org/wiki/%D9%85%D9%82%D8%A7%D9%88%D9%84%D8%A9, (uncountable) verbal noun of قَاوَلَ (qāwala) (form III); talk; conversation; agreement; business; enterprise
مَقَامَة, قوم, مقامة, https://en.wiktionary.org/wiki/%D9%85%D9%82%D8%A7%D9%85%D8%A9, maqama
قَوْمِيّ, قوم, قومي, https://en.wiktionary.org/wiki/%D9%82%D9%88%D9%85%D9%8A, national; nationalist
قَوْمِيّ, قوم, قومي, https://en.wiktionary.org/wiki/%D9%82%D9%88%D9%85%D9%8A, nationalist
